step_index,run,loss,grad_norm,learning_rate,completions/mean_length,completions/clipped_ratio,rewards/reward_milestone/mean,rewards/reward_milestone/std,rewards/reward_format_lenient/mean,rewards/reward_communication/mean,rewards/reward_anti_hack/mean,reward,reward_std,kl,epoch
0,v6,0.0276,0.4913260042667389,2.9666666666666673e-06,85.0,0.0,0.11500000953674316,0.07000000774860382,1.0,1.0,1.0,0.4690000116825104,0.041999999433755875,0.68966443836689,0.7
1,v6,0.0264,0.5240733623504639,2.9611111111111113e-06,135.0,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.6597751528024673,0.7
2,v6,0.032,0.7985073924064636,2.955555555555556e-06,99.5,0.0,0.16499999165534973,0.11357816308736801,1.0,0.8999999761581421,1.0,0.48399999737739563,0.05388875678181648,0.7994806319475174,0.7
3,v6,0.0277,1.0133918523788452,2.95e-06,120.0,0.0,0.512499988079071,0.33500003814697266,1.0,1.0,1.0,0.7074999809265137,0.20100001990795135,0.6931214928627014,0.7
4,v6,0.0383,0.9118529558181763,2.944444444444445e-06,115.5,0.0,0.38749998807907104,0.025000005960464478,1.0,1.0,1.0,0.6324999928474426,0.014999985694885254,0.9584600031375885,0.71
5,v6,0.0241,0.15267321467399597,2.938888888888889e-06,121.75,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.6020767614245415,0.71
6,v6,0.0288,0.6884797811508179,2.9333333333333338e-06,114.5,0.0,0.33500000834465027,0.26999998092651367,1.0,1.0,1.0,0.6010000109672546,0.16200004518032074,0.7200967669487,0.71
7,v6,0.0307,0.04592754691839218,2.927777777777778e-06,116.75,0.0,0.6800000071525574,0.0,1.0,1.0,1.0,0.8080000281333923,0.0,0.7662887573242188,0.71
8,v6,0.0429,0.8301616907119751,2.9222222222222226e-06,114.0,0.0,0.30250000953674316,0.19500000774860382,1.0,1.0,1.0,0.5814999938011169,0.11699998378753662,1.0735996216535568,0.71
9,v6,0.0249,0.0907486155629158,2.916666666666667e-06,121.5,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.6225694864988327,0.71
10,v6,0.0378,0.8162392973899841,2.9111111111111114e-06,115.75,0.0,0.26500001549720764,0.1748332530260086,1.0,0.8999999761581421,1.0,0.5440000295639038,0.11808472871780396,0.9441616982221603,0.71
11,v6,0.0202,0.025381281971931458,2.9055555555555558e-06,117.0,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.5040899589657784,0.71
12,v6,0.0283,0.7305206060409546,2.9e-06,116.5,0.0,0.07750000059604645,0.04500000178813934,1.0,1.0,1.0,0.4465000033378601,0.02699998952448368,0.706894263625145,0.71
13,v6,0.0224,0.09645674377679825,2.8944444444444446e-06,117.75,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.5591670423746109,0.71
14,v6,0.034,1.0187104940414429,2.888888888888889e-06,103.25,0.0,0.25,0.1414213478565216,1.0,0.949999988079071,1.0,0.5425000190734863,0.08616845309734344,0.8509765267372131,0.71
15,v6,0.0211,0.046224962919950485,2.8833333333333334e-06,112.5,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.5273964256048203,0.71
16,v6,0.0374,0.19304411113262177,2.8777777777777782e-06,115.25,0.0,0.4000000059604645,0.0,1.0,1.0,1.0,0.6399999856948853,0.0,0.9360224455595016,0.71
17,v6,0.0375,0.9412736892700195,2.872222222222222e-06,99.5,0.0,0.029999999329447746,0.0,1.0,1.0,1.0,0.4180000126361847,0.0,0.9376349449157715,0.71
18,v6,0.0323,0.08999832719564438,2.866666666666667e-06,123.75,0.0,0.6800000071525574,0.0,1.0,1.0,1.0,0.8080000281333923,0.0,0.8063573688268661,0.71
19,v6,0.033,1.149659514427185,2.861111111111111e-06,104.25,0.0,0.1275000125169754,0.0818026140332222,1.0,1.0,1.0,0.476500004529953,0.049081552773714066,0.8251340389251709,0.71
20,v6,0.0201,0.9129452109336853,2.855555555555556e-06,123.5,0.0,0.009999999776482582,0.0,1.0,0.949999988079071,1.0,0.3985000252723694,0.015000015497207642,0.5013932809233665,0.71
21,v6,0.0347,0.9644262790679932,2.85e-06,95.0,0.0,0.16250000894069672,0.02500000037252903,1.0,1.0,1.0,0.4975000023841858,0.014999985694885254,0.868345633149147,0.71
22,v6,0.0316,0.03983175382018089,2.8444444444444446e-06,116.25,0.0,0.6800000071525574,0.0,1.0,1.0,1.0,0.8080000281333923,0.0,0.7905606776475906,0.72
23,v6,0.0238,0.10928001999855042,2.8388888888888895e-06,116.75,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.5961340963840485,0.72
24,v6,0.0304,1.1081982851028442,2.8333333333333335e-06,116.5,0.0,0.054999999701976776,0.05196152627468109,1.0,1.0,1.0,0.43300002813339233,0.031176909804344177,0.7608190029859543,0.72
25,v6,0.0295,0.9781929850578308,2.8277777777777783e-06,112.0,0.0,0.4325000047683716,0.2692427635192871,1.0,0.949999988079071,1.0,0.6520000100135803,0.15437619388103485,0.7383306622505188,0.72
26,v6,0.0259,0.058427318930625916,2.8222222222222223e-06,119.0,0.0,0.009999999776482582,0.0,1.0,1.0,1.0,0.406000018119812,0.0,0.6472900062799454,0.72
27,v6,0.0306,0.914752185344696,2.816666666666667e-06,102.5,0.0,0.14000000059604645,0.09865766018629074,1.0,0.949999988079071,1.0,0.476500004529953,0.049081552773714066,0.7652412503957748,0.72
28,v6,0.0276,0.8837460279464722,2.811111111111111e-06,117.75,0.0,0.5299999713897705,0.2199999988079071,1.0,0.8999999761581421,1.0,0.7030000686645508,0.14270250499248505,0.6888717412948608,0.72
29,v6,0.0362,1.1782379150390625,2.805555555555556e-06,109.0,0.0,0.13750000298023224,0.02500000223517418,1.0,0.949999988079071,1.0,0.4750000238418579,0.017320508137345314,0.9061838537454605,0.72
30,v6,0.0344,0.7580860257148743,2.8000000000000003e-06,103.5,0.0,0.20000000298023224,0.09128709882497787,1.0,0.8999999761581421,1.0,0.5049999952316284,0.05196153372526169,0.8591960519552231,0.72
31,v6,0.0301,0.9556461572647095,2.7944444444444447e-06,124.25,0.0,0.9900000095367432,0.0,1.0,0.949999988079071,1.0,0.986500084400177,0.014999985694885254,0.7521292567253113,0.72
32,v6,0.0247,0.7664464116096497,2.788888888888889e-06,111.5,0.0,0.16999998688697815,0.2800000011920929,1.0,1.0,1.0,0.5020000338554382,0.1679999977350235,0.6164661645889282,0.72
33,v6,0.0276,1.0443651676177979,2.7833333333333335e-06,121.75,0.0,0.07750000059604645,0.04500000178813934,1.0,1.0,1.0,0.4465000033378601,0.02699998952448368,0.6889418065547943,0.72
34,v6,0.0323,0.8438732624053955,2.7777777777777783e-06,112.25,0.0,0.054999999701976776,0.05196152627468109,1.0,1.0,1.0,0.43300002813339233,0.031176909804344177,0.806421235203743,0.72
